"name","ucnt","sum","ds","server","channel"
"小宝赠宝获取奖励","57","1160","2014-11-11","s44","appstore"
"每日登录送元宝","10","50","2014-11-11","s44","appstore"
"系统消息附带的奖励","121","19935","2014-11-11","s44","appstore"
"紫禁宝匣开出元宝","44","710","2014-11-11","s44","appstore"
"血战奖励","109","5458","2014-11-11","s44","appstore"
"首次充值奖励","1","410","2014-11-11","s44","appstore"
"首次充值奖励翻倍","1","3690","2014-11-11","s44","appstore"
"Item.exchange.ex2517","1","15","2014-11-11","s45","appstore"
"充值奖励","2","63","2014-11-11","s45","appstore"
"八阵图奖励","1","20","2014-11-11","s45","appstore"
"升级奖励","6","110","2014-11-11","s45","appstore"
"升级活动奖励","1","121","2014-11-11","s45","appstore"
"名山寻宝","2","40","2014-11-11","s45","appstore"
"小宝赠宝获取奖励","55","1360","2014-11-11","s45","appstore"
"每日登录送元宝","9","45","2014-11-11","s45","appstore"
"系统消息附带的奖励","138","23020","2014-11-11","s45","appstore"
"紫禁宝匣开出元宝","48","415","2014-11-11","s45","appstore"
"血战奖励","86","4979","2014-11-11","s45","appstore"
"首次充值奖励","2","1660","2014-11-11","s45","appstore"
"首次充值奖励翻倍","2","14620","2014-11-11","s45","appstore"
"cdkey","3","1038","2014-11-11","s46","appstore"
"八阵图奖励","2","90","2014-11-11","s46","appstore"
"升级奖励","8","120","2014-11-11","s46","appstore"
"升级活动奖励","3","1000","2014-11-11","s46","appstore"
"名山寻宝","3","175","2014-11-11","s46","appstore"
"小宝赠宝获取奖励","65","1365","2014-11-11","s46","appstore"
"每日登录送元宝","10","50","2014-11-11","s46","appstore"
"系统消息附带的奖励","162","25225","2014-11-11","s46","appstore"
"紫禁宝匣开出元宝","39","535","2014-11-11","s46","appstore"
"血战奖励","107","6686","2014-11-11","s46","appstore"
"首次充值奖励","3","992","2014-11-11","s46","appstore"
"首次充值奖励翻倍","2","8071","2014-11-11","s46","appstore"
"cdkey","1","50","2014-11-11","s47","appstore"
"充值奖励","2","67","2014-11-11","s47","appstore"
"八阵图奖励","1","100","2014-11-11","s47","appstore"
"升级奖励","4","40","2014-11-11","s47","appstore"
"升级活动奖励","1","500","2014-11-11","s47","appstore"
"名山寻宝","2","70","2014-11-11","s47","appstore"
"小宝赠宝获取奖励","56","1300","2014-11-11","s47","appstore"
"每日登录送元宝","6","30","2014-11-11","s47","appstore"
"系统消息附带的奖励","105","18100","2014-11-11","s47","appstore"
"紫禁宝匣开出元宝","30","270","2014-11-11","s47","appstore"
"血战奖励","72","3827","2014-11-11","s47","appstore"
"Item.exchange.ex2501","1","188","2014-11-11","s48","appstore"
"充值奖励","3","2361","2014-11-11","s48","appstore"
"八阵图奖励","2","150","2014-11-11","s48","appstore"
"升级奖励","4","70","2014-11-11","s48","appstore"
"升级活动奖励","1","440","2014-11-11","s48","appstore"
"名山寻宝","1","10","2014-11-11","s48","appstore"
"小宝赠宝获取奖励","41","1090","2014-11-11","s48","appstore"
"每日登录送元宝","6","30","2014-11-11","s48","appstore"
"系统消息附带的奖励","129","21415","2014-11-11","s48","appstore"
"紫禁宝匣开出元宝","38","510","2014-11-11","s48","appstore"
"血战奖励","81","3911","2014-11-11","s48","appstore"
"首次充值奖励","3","1075","2014-11-11","s48","appstore"
"首次充值奖励翻倍","2","9528","2014-11-11","s48","appstore"
"cdkey","1","1038","2014-11-11","s49","appstore"
"充值奖励","4","4041","2014-11-11","s49","appstore"
"八阵图奖励","2","200","2014-11-11","s49","appstore"
"升级奖励","9","110","2014-11-11","s49","appstore"
"升级活动奖励","1","2530","2014-11-11","s49","appstore"
"名山寻宝","3","185","2014-11-11","s49","appstore"
"小宝赠宝获取奖励","54","1480","2014-11-11","s49","appstore"
"每日登录送元宝","6","30","2014-11-11","s49","appstore"
"系统消息附带的奖励","151","24470","2014-11-11","s49","appstore"
"紫禁宝匣开出元宝","43","525","2014-11-11","s49","appstore"
"血战奖励","102","6360","2014-11-11","s49","appstore"
"首次充值奖励","4","2105","2014-11-11","s49","appstore"
"首次充值奖励翻倍","4","18645","2014-11-11","s49","appstore"
"cdkey","2","161","2014-11-11","s5","appstore"
"充值奖励","4","7235","2014-11-11","s5","appstore"
"八阵图奖励","2","90","2014-11-11","s5","appstore"
"升级奖励","6","60","2014-11-11","s5","appstore"
"升级活动奖励","1","800","2014-11-11","s5","appstore"
"名山寻宝","4","105","2014-11-11","s5","appstore"
"小宝赠宝获取奖励","43","1060","2014-11-11","s5","appstore"
"每日登录送元宝","16","80","2014-11-11","s5","appstore"
"签到累计奖励","1","100","2014-11-11","s5","appstore"
"系统消息附带的奖励","129","20120","2014-11-11","s5","appstore"
"紫禁宝匣开出元宝","38","525","2014-11-11","s5","appstore"
"血战奖励","74","3992","2014-11-11","s5","appstore"
"首次充值奖励","2","245","2014-11-11","s5","appstore"
"首次充值奖励翻倍","1","67","2014-11-11","s5","appstore"
"充值奖励","1","830","2014-11-11","s50","appstore"
"八阵图奖励","7","430","2014-11-11","s50","appstore"
"升级奖励","12","230","2014-11-11","s50","appstore"
"升级活动奖励","5","3590","2014-11-11","s50","appstore"
"小宝赠宝获取奖励","39","890","2014-11-11","s50","appstore"
"每日登录送元宝","8","40","2014-11-11","s50","appstore"
"献花奖励","95","190","2014-11-11","s50","appstore"
"签到累计奖励","1","100","2014-11-11","s50","appstore"
"系统消息附带的奖励","115","19600","2014-11-11","s50","appstore"
"紫禁宝匣开出元宝","25","340","2014-11-11","s50","appstore"
"血战奖励","72","3529","2014-11-11","s50","appstore"
"首次充值奖励","1","32","2014-11-11","s50","appstore"
"首次充值奖励翻倍","1","332","2014-11-11","s50","appstore"
"充值奖励","2","862","2014-11-11","s51","appstore"
"升级奖励","4","40","2014-11-11","s51","appstore"
"升级活动奖励","2","1390","2014-11-11","s51","appstore"
"名山寻宝","1","35","2014-11-11","s51","appstore"
"小宝赠宝获取奖励","39","1030","2014-11-11","s51","appstore"
"每日登录送元宝","9","45","2014-11-11","s51","appstore"
"献花奖励","99","198","2014-11-11","s51","appstore"
"系统消息附带的奖励","119","20210","2014-11-11","s51","appstore"
"紫禁宝匣开出元宝","34","350","2014-11-11","s51","appstore"
"血战奖励","79","3973","2014-11-11","s51","appstore"
"首次充值奖励","1","7","2014-11-11","s51","appstore"
"首次充值奖励翻倍","1","67","2014-11-11","s51","appstore"
"充值奖励","1","14","2014-11-11","s52","appstore"
"充值返元宝","1","667","2014-11-11","s52","appstore"
"升级奖励","6","90","2014-11-11","s52","appstore"
"升级活动奖励","1","500","2014-11-11","s52","appstore"
"名山寻宝","3","75","2014-11-11","s52","appstore"
"小宝赠宝获取奖励","36","915","2014-11-11","s52","appstore"
"每日登录送元宝","5","25","2014-11-11","s52","appstore"
"献花奖励","100","200","2014-11-11","s52","appstore"
"系统消息附带的奖励","105","18335","2014-11-11","s52","appstore"
"紫禁宝匣开出元宝","36","315","2014-11-11","s52","appstore"
"血战奖励","69","4099","2014-11-11","s52","appstore"
"首次充值奖励","1","830","2014-11-11","s52","appstore"
"首次充值奖励翻倍","1","7310","2014-11-11","s52","appstore"
"cdkey","1","50","2014-11-11","s53","appstore"
"充值奖励","8","4485","2014-11-11","s53","appstore"
"八阵图奖励","2","200","2014-11-11","s53","appstore"
"升级奖励","7","120","2014-11-11","s53","appstore"
"升级活动奖励","1","600","2014-11-11","s53","appstore"
"名山寻宝","1","10","2014-11-11","s53","appstore"
"小宝赠宝获取奖励","65","1335","2014-11-11","s53","appstore"
"每日登录送元宝","8","40","2014-11-11","s53","appstore"
"献花奖励","146","292","2014-11-11","s53","appstore"
"系统消息附带的奖励","143","22330","2014-11-11","s53","appstore"
"紫禁宝匣开出元宝","48","860","2014-11-11","s53","appstore"
"血战奖励","114","7345","2014-11-11","s53","appstore"
"首次充值奖励","8","1873","2014-11-11","s53","appstore"
"首次充值奖励翻倍","8","16673","2014-11-11","s53","appstore"
"cdkey","1","50","2014-11-11","s54","appstore"
"充值奖励","1","830","2014-11-11","s54","appstore"
"八阵图奖励","1","100","2014-11-11","s54","appstore"
"升级奖励","6","60","2014-11-11","s54","appstore"
"名山寻宝","1","20","2014-11-11","s54","appstore"
"小宝赠宝获取奖励","41","1010","2014-11-11","s54","appstore"
"每日登录送元宝","11","55","2014-11-11","s54","appstore"
"献花奖励","119","238","2014-11-11","s54","appstore"
"系统消息附带的奖励","114","18800","2014-11-11","s54","appstore"
"紫禁宝匣开出元宝","41","680","2014-11-11","s54","appstore"
"血战奖励","80","5163","2014-11-11","s54","appstore"
"首次充值奖励","2","445","2014-11-11","s54","appstore"
"首次充值奖励翻倍","2","4025","2014-11-11","s54","appstore"
"充值奖励","2","3120","2014-11-11","s55","appstore"
"八阵图奖励","1","10","2014-11-11","s55","appstore"
"升级奖励","4","50","2014-11-11","s55","appstore"
"升级活动奖励","2","2200","2014-11-11","s55","appstore"
"名山寻宝","3","90","2014-11-11","s55","appstore"
"小宝赠宝获取奖励","39","875","2014-11-11","s55","appstore"
"每日登录送元宝","10","50","2014-11-11","s55","appstore"
"献花奖励","109","218","2014-11-11","s55","appstore"
"系统消息附带的奖励","123","20220","2014-11-11","s55","appstore"
"紫禁宝匣开出元宝","28","355","2014-11-11","s55","appstore"
"血战奖励","76","3924","2014-11-11","s55","appstore"
"首次充值奖励","1","238","2014-11-11","s55","appstore"
"首次充值奖励翻倍","1","2218","2014-11-11","s55","appstore"
"cdkey","1","50","2014-11-11","s56","appstore"
"充值奖励","3","171","2014-11-11","s56","appstore"
"升级奖励","8","80","2014-11-11","s56","appstore"
"升级活动奖励","1","400","2014-11-11","s56","appstore"
"名山寻宝","2","20","2014-11-11","s56","appstore"
"小宝赠宝获取奖励","51","1100","2014-11-11","s56","appstore"
"每日登录送元宝","7","35","2014-11-11","s56","appstore"
"献花奖励","105","210","2014-11-11","s56","appstore"
"系统消息附带的奖励","117","18960","2014-11-11","s56","appstore"
"紫禁宝匣开出元宝","38","450","2014-11-11","s56","appstore"
"血战奖励","69","4014","2014-11-11","s56","appstore"
"首次充值奖励","3","1736","2014-11-11","s56","appstore"
"首次充值奖励翻倍","3","15376","2014-11-11","s56","appstore"
"充值奖励","3","4164","2014-11-11","s57","appstore"
"八阵图奖励","1","100","2014-11-11","s57","appstore"
"升级奖励","3","50","2014-11-11","s57","appstore"
"升级活动奖励","3","4230","2014-11-11","s57","appstore"
"名山寻宝","2","35","2014-11-11","s57","appstore"
"小宝赠宝获取奖励","52","1100","2014-11-11","s57","appstore"
"每日登录送元宝","8","40","2014-11-11","s57","appstore"
"献花奖励","102","204","2014-11-11","s57","appstore"
"系统消息附带的奖励","111","17680","2014-11-11","s57","appstore"
"紫禁宝匣开出元宝","44","495","2014-11-11","s57","appstore"
"血战奖励","79","4600","2014-11-11","s57","appstore"
"财源滚滚得到元宝","1","51","2014-11-11","s57","appstore"
"首次充值奖励","3","1667","2014-11-11","s57","appstore"
"首次充值奖励翻倍","3","14687","2014-11-11","s57","appstore"
"cdkey","1","50","2014-11-11","s58","appstore"
"充值奖励","1","830","2014-11-11","s58","appstore"
"升级奖励","5","70","2014-11-11","s58","appstore"
"名山寻宝","1","10","2014-11-11","s58","appstore"
"小宝赠宝获取奖励","46","1030","2014-11-11","s58","appstore"
"每日登录送元宝","7","35","2014-11-11","s58","appstore"
"献花奖励","105","210","2014-11-11","s58","appstore"
"系统消息附带的奖励","118","20605","2014-11-11","s58","appstore"
"紫禁宝匣开出元宝","34","295","2014-11-11","s58","appstore"
"血战奖励","81","4507","2014-11-11","s58","appstore"
"首次充值奖励","1","830","2014-11-11","s58","appstore"
"首次充值奖励翻倍","1","7310","2014-11-11","s58","appstore"
"cdkey","2","100","2014-11-11","s59","appstore"
"充值奖励","5","11541","2014-11-11","s59","appstore"
"八阵图奖励","1","40","2014-11-11","s59","appstore"
"升级奖励","5","180","2014-11-11","s59","appstore"
"升级活动奖励","3","3261","2014-11-11","s59","appstore"
"小宝赠宝获取奖励","55","1240","2014-11-11","s59","appstore"
"每日登录送元宝","6","30","2014-11-11","s59","appstore"
"献花奖励","90","180","2014-11-11","s59","appstore"
"系统消息附带的奖励","121","18830","2014-11-11","s59","appstore"
"紫禁宝匣开出元宝","35","710","2014-11-11","s59","appstore"
"血战奖励","71","3608","2014-11-11","s59","appstore"
"财源滚滚得到元宝","1","44","2014-11-11","s59","appstore"
"首次充值奖励","2","1660","2014-11-11","s59","appstore"
"首次充值奖励翻倍","2","14620","2014-11-11","s59","appstore"
"Item.exchange.ex2517","1","10","2014-11-11","s6","appstore"
"cdkey","7","1661","2014-11-11","s6","appstore"
"充值奖励","5","3425","2014-11-11","s6","appstore"
"八阵图奖励","1","30","2014-11-11","s6","appstore"
"升级奖励","14","430","2014-11-11","s6","appstore"
"升级活动奖励","11","720","2014-11-11","s6","appstore"
"名山寻宝","2","60","2014-11-11","s6","appstore"
"小宝赠宝获取奖励","79","1930","2014-11-11","s6","appstore"
"每日登录送元宝","10","50","2014-11-11","s6","appstore"
"献花奖励","112","224","2014-11-11","s6","appstore"
"签到累计奖励","10","1000","2014-11-11","s6","appstore"
"系统消息附带的奖励","155","24465","2014-11-11","s6","appstore"
"紫禁宝匣开出元宝","41","525","2014-11-11","s6","appstore"
"血战奖励","124","7949","2014-11-11","s6","appstore"
"财源滚滚得到元宝","11","4937","2014-11-11","s6","appstore"
"首次充值奖励","2","42","2014-11-11","s6","appstore"
"首次充值奖励翻倍","2","402","2014-11-11","s6","appstore"
"充值奖励","3","900","2014-11-11","s60","appstore"
"八阵图奖励","3","70","2014-11-11","s60","appstore"
"升级奖励","11","110","2014-11-11","s60","appstore"
"升级活动奖励","2","700","2014-11-11","s60","appstore"
"名山寻宝","4","145","2014-11-11","s60","appstore"
"小宝赠宝获取奖励","42","1060","2014-11-11","s60","appstore"
"每日登录送元宝","6","30","2014-11-11","s60","appstore"
"献花奖励","91","182","2014-11-11","s60","appstore"
"系统消息附带的奖励","103","17610","2014-11-11","s60","appstore"
